t_index	 term	df
5173  fit  27
5174  fitcher  1
5175  fitter  1
5176  fittingli  1
5177  fitzgerald  7
5178  five  182
5179  fivecandid  10
5180  fiveday  4
5181  fiveinch  1
5182  fivememb  3
5183  fiveminut  2
5184  fiveset  6
5185  fivesett  2
5186  fivestori  3
5187  fiveterm  4
5188  fivetim  1
5189  fivevot  1
5190  fiveweek  3
5191  fiveyear  24
5192  fiveyearold  1
5193  fix  15
5194  fizzl  1
5195  fla  14
5196  flabas  2
5197  flabbergast  1
5198  flag  36
5199  flagdrap  6
5200  flagrant  2
5201  flagwav  4
5202  flair  2
5203  flak  1
5204  flake  3
5205  flaku  3
5206  flame  9
5207  flank  6
5208  flare  2
5209  flareup  1
5210  flash  3
5211  flashbulb  1
5212  flashlight  1
5213  flashpoint  3
5214  flat  11
5215  flatb  1
5216  flatfoot  1
5217  flatli  1
5218  flatout  1
5219  flatten  23
5220  flatter  1
5221  flatwar  1
5222  flaw  15
5223  flawless  2
5224  flawlessli  1
5225  flea  1
5226  fled  72
5227  fledgl  2
5228  flee  36
5229  fleet  71
5230  fleischer  1
5231  flesh  2
5232  fletchal  1
5233  fletcher  4
5234  flew  33
5235  flex  1
5236  flexibl  2
5237  flfing  1
5238  fli  49
5239  flier  1
5240  flight  49
5241  flimsi  1
5242  fling  1
5243  flint  1
5244  flintoff  2
5245  flip  3
5246  flipflop  4
5247  float  15
5248  floater  1
5249  flood  36
5250  floodcontrol  2
5251  floodlight  1
5252  floodlit  2
5253  floor  37
5254  flore  15
5255  floresc  1
5256  florez  2
5257  florida  42
5258  florist  1
5259  floss  1
5260  flotilla  12
5261  flour  2
5262  flourish  3
5263  flow  10
5264  flower  8
5265  flown  44
5266  floyd  2
5267  fluctuat  1
5268  fluid  2
5269  flung  5
5270  fluorid  1
5271  flurri  4
5272  flush  1
5273  fluster  2
5274  fluti  1
5275  flux  1
5276  flyaround  1
5277  focu  44
5278  focus  45
5279  focusgroup  1
5280  focuss  2
5281  foe  16
5282  fofana  2
5283  fog  11
5284  foggi  4
5285  foil  6
5286  fold  3
5287  foley  2
5288  folk  7
5289  folklor  1
5290  follow  216
5291  followup  2
5292  foment  3
5293  fond  2
5294  font  1
5295  food  59
5296  fool  2
5297  foolish  1
5298  foot  43
5299  footag  3
5300  footbal  9
5301  footballs  1
5302  foothil  6
5303  foothold  6
5304  footnot  1
5305  footprint  1
5306  footstep  1
5307  footwear  1
5308  footwork  1
5309  for  52
5310  forag  4
5311  foray  3
5312  forb  3
5313  forbid  1
5314  forbidden  2
5315  forc  365
5316  forcep  1
5317  forcesix  1
5318  forcibl  2
5319  ford  11
5320  fore  2
5321  forebod  1
5322  forecast  8
5323  foreclos  1
5324  forefront  2
5325  forehand  15
5326  forehead  2
5327  foreign  191
5328  foremost  3
5329  forens  21
5330  forerunn  2
5331  forese  3
5332  foreseen  1
5333  forest  9
5334  foretast  1
5335  forev  9
5336  foreword  1
5337  forg  4
5338  forgav  1
5339  forgeri  1
5340  forget  12
5341  forgiv  7
5342  forgiven  1
5343  forgot  1
5344  forgotten  5
5345  fork  2
5346  form  95
5347  formal  42
5348  format  9
5349  former  268
5350  formerli  9
5351  formid  2
5352  formul  1
5353  formula  3
5354  fornl  1
5355  forprofit  1
5356  forsak  1
5357  fort  11
5358  forth  4
5359  forti  4
5360  fortifi  2
5361  fortitud  1
5362  fortnight  1
5363  fortress  1
5364  fortun  16
5365  fortyseven  1
5366  forum  15
5367  forward  57
5368  foster  4
5369  fought  45
5370  foulsmel  1
5371  found  234
5372  foundat  8
5373  founder  10
5374  fountain  1
5375  four  240
5376  fourblock  1
5377  fourday  4
5378  fourhour  3
5379  fourinch  2
5380  fourminut  1
5381  fourperson  1
5382  fourpoint  1
5383  fourstar  4
5384  fourstori  5
5385  fourterm  2
5386  fourth  53
5387  fourthfloor  1
5388  fourthround  5
5389  fourthseed  1
5390  fourtim  10
5391  fourwheel  1
5392  fourwheeldr  7
5393  fouryear  7
5394  fox  6
5395  foyer  2
5396  fpi  2
5397  fpt  1
5398  fr  1
5399  fraction  7
5400  fractiou  2
5401  fractur  9
5402  fragil  7
5403  fragment  9
5404  fraim  1
5405  frame  5
5406  framework  2
5407  franc  34
5408  francepress  1
5409  franchis  1
5410  franci  6
5411  franciscan  2
5412  francisco  37
5413  francoi  1
5414  franjo  3
5415  frank  28
5416  frankfurt  9
5417  frankli  8
5418  frantic  20
5419  fraser  1
5420  frasur  1
5421  fraud  68
5422  fraudul  5
5423  fraught  3
5424  fray  4
5425  frazier  2
5426  fred  2
5427  freder  1
5428  fredericqu  1
5429  frederik  1
5430  free  113
5431  freed  22
5432  freedom  40
5433  freedomlov  1
5434  freeforal  1
5435  freeh  25
5436  freelanc  1
5437  freeli  14
5438  freelli  1
5439  freemarket  2
5440  freer  2
5441  freewheel  1
5442  freez  2
5443  freight  2
5444  fremd  5
5445  fremont  2
5446  french  64
5447  frenchbuilt  2
5448  frenchmad  1
5449  frenchman  8
5450  frenchmen  1
5451  frenchspeak  1
5452  frenchtrain  1
5453  frenchwoman  2
5454  frenzi  3
5455  frequent  28
5456  fresh  18
5457  fresher  1
5458  freshman  5
5459  freshmen  1
5460  fresno  1
5461  fri  1
5462  friction  1
5463  friday  216
5464  friend  80
5465  friendli  18
5466  friendship  6
5467  frigat  10
5468  frighten  21
5469  frigid  1
5470  frist  2
5471  from  15
5472  frond  1
5473  front  77
5474  frontend  5
5475  frontier  1
5476  frontlin  1
5477  frontman  1
5478  frontpag  2
5479  frontrun  2
5480  frontrunn  1
5481  frown  1
5482  froze  7
5483  frozen  4
5484  fruit  7
5485  fruition  1
5486  fruitless  1
5487  frustrat  40
5488  fsb  4
5489  ft  1
5490  fudg  1
5491  fuel  40
5492  fuerth  1
5493  fugazi  5
5494  fugimori  1
5495  fugit  72
5496  fujimori  62
5497  fulfil  5
5498  full  77
5499  fullest  4
5500  fullfledg  1
5501  fulli  37
5502  fullpag  2
5503  fullscal  1
5504  fullthroat  3
5505  fume  1
5506  fun  2
5507  function  14
5508  functionari  2
5509  fund  52
5510  fundament  13
5511  fundamentalist  9
5512  fundrais  20
5513  funer  19
5514  funnel  3
5515  funni  2
5516  furi  5
5517  furiou  12
5518  furious  6
5519  furnish  2
5520  furnitur  6
5521  furor  2
5522  furrow  2
5523  further  15
5524  furthermor  3
5525  furthest  1
5526  furtiv  2
5527  fuselag  1
5528  fuss  1
5529  futa  1
5530  futil  4
5531  futur  88
5532  futurist  1
5533  fuzzi  1
5534  g  14
5535  ga  49
5536  gabbi  1
5537  gabe  1
5538  gabon  2
5539  gabriel  1
5540  gadget  1
5541  gadhafi  1
5542  gaell  1
5543  gaff  1
5544  gafney  1
5545  gag  1
5546  gagliardi  2
5547  gagnoa  4
5548  gaig  1
5549  gain  73
5550  gajar  1
5551  gal  1
5552  galapago  2
5553  gale  6
5554  galiardi  1
5555  gallup  3
5556  gallust  3
5557  galo  8
5558  galvan  2
5559  galvin  1
5560  gamarra  1
5561  gambler  2
5562  game  57
5563  gan  3
5564  gandhi  7
5565  gandhinagar  1
5566  gang  17
5567  gangster  1
5568  gangsterstyl  1
5569  gantlet  1
5570  gap  11
5571  gape  16
5572  garag  6
5573  garbag  16
5574  garbageremov  1
5575  garbl  4
5576  garcia  23
5577  garden  13
5578  gari  8
5579  garin  1
5580  garland  1
5581  garment  1
5582  garner  5
5583  garri  2
5584  garro  1
5585  garwood  3
5586  gase  1
5587  gash  4
5588  gasolin  2
5589  gasp  1
5590  gaspow  1
5591  gaston  1
5592  gate  17
5593  gatehous  2
5594  gateway  2
5595  gather  88
5596  gatl  1
5597  gatorad  1
5598  gaudi  1
5599  gaug  3
5600  gauna  2
5601  gaur  1
5602  gautam  1
5603  gave  105
5604  gavel  1
5605  gavlak  1
5606  gawker  1
5607  gay  10
5608  gaye  3
5609  gaza  16
5610  gaze  4
5611  gazett  1
5612  gazilliondollar  1
5613  gbagbo  38
5614  gbessi  1
5615  gear  10
5616  gedda  1
5617  gedrif  1
5618  gee  1
5619  geeman  1
5620  gehman  10
5621  gehmancrouch  1
5622  gejdenson  4
5623  gelu  1
5624  gen  77
5625  gendarm  2
5626  gene  2
5627  gener  222
5628  generalsecretari  1
5629  generos  2
5630  genex  1
5631  genocid  4
5632  genom  1
5633  genrikh  1
5634  gentl  1
5635  gentleman  1
5636  gentlemen  1
5637  gentli  6
5638  genuin  5
5639  geo  1
5640  geoff  1
5641  geofferi  1
5642  geoffrey  3
5643  geographi  1
5644  geolog  11
5645  geologist  2
5646  geopolit  1
5647  georg  117
5648  georgetown  1
5649  georgi  1
5650  georgia  9
5651  georgian  2
5652  gephardt  2
5653  gerald  1
5654  gerd  1
5655  gerhard  5
5656  gerin  1
5657  german  23
5658  germani  63
5659  germanydeport  1
5660  germicid  1
5661  gerri  1
5662  gerstein  1
5663  gestapo  1
5664  gestur  21
5665  get  283
5666  getalong  1
5667  getaway  7
5668  getoutthevot  2
5669  ghee  1
5670  ghost  4
5671  gi  1
5672  giant  11
5673  gift  18
5674  gigant  1
5675  giggl  2
5676  gil  1
5677  gila  1
5678  gilbert  1
5679  gillespi  2
5680  gilman  1
5681  gilmor  2
5682  gimbel  1
5683  gina  1
5684  ginger  2
5685  gingerli  3
5686  girder  1
5687  girl  29
5688  girlfriend  3
5689  giuliani  12
5690  give  167
5691  given  115
5692  gizbert  3
5693  glad  11
5694  gladi  1
5695  gladkovich  1
5696  gladli  1
5697  glanc  5
5698  glascoff  1
5699  glaspi  3
5700  glass  17
5701  gleefulli  2
5702  glen  4
5703  glenni  2
5704  glimps  6
5705  glisten  1
5706  global  19
5707  globe  6
5708  glori  3
5709  gloria  1
5710  glorifi  1
5711  gloriou  2
5712  glove  4
5713  glow  3
5714  glue  4
5715  glum  1
5716  gmc  1
5717  gnassingb  1
5718  gnd  1
5719  go  367
5720  goal  19
5721  goate  1
5722  gobbl  1
5723  god  36
5724  goddess  1
5725  godfear  1
5726  goe  33
5727  goggl  1
5728  goh  1
5729  goin  4
5730  goingaway  1
5731  gokool  1
5732  gold  15
5733  golden  4
5734  goldman  3
5735  goldsmith  3
5736  goldstein  4
5737  golf  4
5738  golfer  1
5739  goliath  1
5740  gone  74
5741  gonna  5
5742  good  202
5743  goodbehavior  1
5744  goodby  9
5745  goodnatur  1
5746  goodwil  4
5747  gop  22
5748  gopcontrol  1
5749  gopheld  1
5750  goptrend  2
5751  goran  6
5752  gorbachov  1
5753  gordana  1
5754  gordi  3
5755  gordon  7
5756  gore  65
5757  gorebush  1
5758  gorelieberman  4
5759  gorgeou  1
5760  gorton  8
5761  gosh  1
5762  gossip  1
5763  gostran  1
5764  got  134
5765  gotten  11
5766  gov  61
5767  gove  1
5768  govern  347
5769  government  2
5770  governmentback  1
5771  governmentcontrol  2
5772  governmentown  3
5773  governmentrun  2
5774  governmentsponsor  1
5775  governmentsuppli  1
5776  governor  78
5777  gown  3
5778  grab  15
5779  grabbi  1
5780  grace  6
5781  graceless  1
5782  graciou  3
5783  grade  1
5784  grado  1
5785  gradual  9
5786  graduat  5
5787  graf  2
5788  graff  1
5789  graffiti  2
5790  graham  3
5791  grain  3
5792  graini  1
5793  gram  12
5794  gramm  3
5795  grammar  1
5796  grand  66
5797  grandchildren  2
5798  granddaught  4
5799  grandfath  2
5800  grandios  1
5801  grandma  1
5802  grandmaison  1
5803  grandmom  1
5804  grandmoth  5
5805  grandson  13
5806  granger  5
5807  granit  1
5808  grant  48
5809  grapevin  1
5810  graphic  2
5811  grappl  3
5812  grasp  7
5813  grassley  1
5814  grate  17
5815  gratifi  3
5816  gratitud  4
5817  grave  22
5818  gravesid  2
5819  gravest  1
5820  gravi  1
5821  gravit  1
5822  graviti  1
5823  gray  3
5824  graze  1
5825  great  97
5826  greater  29
5827  greaterwc  1
5828  greatest  17
5829  greatli  2
5830  greec  4
5831  greed  1
5832  greek  3
5833  green  17
5834  greenhous  1
5835  greenleaf  1
5836  greenway  1
5837  greenwood  2
5838  greet  32
5839  greg  20
5840  gregor  4
5841  gregori  1
5842  gregorio  1
5843  grenad  11
5844  grenada  2
5845  greta  3
5846  grew  19
5847  greybeard  1
5848  grid  2
5849  gridlock  2
5850  grief  10
5851  griev  8
5852  grievanc  4
5853  griffith  1
5854  grim  15
5855  grimac  4
5856  grimfac  3
5857  grin  5
5858  grind  4
5859  grip  18
5860  grisli  2
5861  gritti  1
5862  groan  1
5863  groceri  2
5864  groh  1
5865  groom  1
5866  groov  2
5867  grope  1
5868  grosanc  1
5869  grosjean  17
5870  gross  2
5871  grotesqu  3
5872  ground  104
5873  groundbreak  1
5874  groundless  3
5875  groundstrok  12
5876  groundwork  3
5877  group  192
5878  grove  1
5879  grow  61
5880  grown  16
5881  growth  8
5882  grubac  2
5883  gruber  1
5884  grucci  3
5885  grudg  1
5886  grudgingli  1
5887  gruel  5
5888  gruesom  2
5889  grumbl  2
5890  gruntlik  4
5891  gu  1
5892  guadalup  2
5893  guarante  21
5894  guaranti  2
5895  guard  80
5896  guardao  2
5897  guardian  5
5898  guardsmen  2
5899  guatemala  23
5900  guatemalan  2
5901  gubernatori  3
5902  guei  38
5903  guerilla  4
5904  guerrilla  18
5905  guess  16
5906  guest  14
5907  guevara  1
5908  guid  22
5909  guidedmissil  4
5910  guidelin  11
5911  guido  1
5912  guie  3
5913  guillermo  1
5914  guilt  4
5915  guilti  41
5916  guinea  2
5917  guis  3
5918  gujarat  39
5919  gujarati  2
5920  gujral  1
5921  gulch  1
5922  gulf  93
5923  gull  1
5924  gullast  1
5925  gun  47
5926  gunboat  2
5927  gunfight  1
5928  gunfir  9
5929  gungho  1
5930  gunman  2
5931  gunmen  1
5932  gunn  4
5933  gunrun  2
5934  gunshot  8
5935  guntot  1
5936  gupta  2
5937  gurney  1
5938  guru  1
5939  gustavo  17
5940  gut  4
5941  gutman  1
5942  guy  33
5943  guzman  2
5944  guzun  1
5945  gymnasium  3
5946  gyro  2
5947  gyrocompass  1
5948  gyroscop  3
5949  h  28
5950  ha  17
5951  haaretz  1
5952  haass  4
5953  habiar  1
5954  habib  1
5955  habit  2
5956  had  15
5957  haddock  1
5958  hadhramaut  6
5959  hadi  1
5960  hadramaut  2
5961  hager  2
5962  hagerstown  2
5963  haggard  1
5964  haggl  1
5965  hagu  33
5966  hahdramaut  1
5967  hai  2
5968  haider  1
5969  haight  1
5970  hail  11
5971  haiphong  1
5972  hair  15
5973  hairbreadth  1
5974  hairstyl  5
5975  hairstylist  1
5976  haiti  1
5977  haitian  1
5978  hal  1
5979  hale  1
5980  halevi  2
5981  haley  1
5982  half  108
5983  halfbroth  1
5984  halfburi  1
5985  halfdozen  2
5986  halfeaten  1
5987  halfexpress  1
5988  halffinish  2
5989  halfhour  2
5990  halfinch  3
5991  halfmil  2
5992  halfmillion  1
5993  halfpric  1
5994  halfsist  1
5995  halfstaff  3
5996  halfvolley  1
5997  halfway  4
5998  haliberton  1
5999  hall  18
6000  halliburton  4
6001  halloffam  1
6002  hallway  3
6003  halprin  15
6004  halt  22
6005  hama  9
6006  hamhand  2
6007  hamilton  5
6008  hammer  12
6009  hammerfest  1
6010  hammock  1
6011  hamper  15
6012  hampshir  4
6013  hampton  1
6014  hamstr  1
6015  hamza  2
6016  hancock  1
6017  hand  152
6018  handcarri  1
6019  handcuf  3
6020  handgun  12
6021  handi  3
6022  handicap  1
6023  handili  1
6024  handl  37
6025  handler  1
6026  handov  6
6027  handpick  5
6028  handshak  4
6029  handsom  2
6030  handson  4
6031  handwring  3
6032  handwritten  4
6033  hang  23
6034  hangar  4
6035  hankey  1
6036  hanoi  39
6037  hanov  1
6038  hantuchova  6
6039  hap  1
6040  haphazard  1
6041  happen  145
6042  happi  36
6043  happier  4
6044  happiest  3
6045  happili  1
6046  harakiri  1
6047  haraldseid  1
6048  harass  5
6049  harbor  99
6050  harborsid  1
6051  harbour  1
6052  harburi  3
6053  hard  79
6054  hardbal  1
6055  hardcourt  3
6056  hardedg  1
6057  harden  4
6058  harder  10
6059  harderlin  1
6060  hardest  16
6061  hardestfought  1
6062  hardesthit  5
6063  hardfought  1
6064  hardhit  7
6065  hardi  2
6066  hardli  15
6067  hardlin  4
6068  hardship  6
6069  hardwar  1
6070  haren  13
6071  harerb  1
6072  harin  1
6073  harjivan  3
6074  harlem  1
6075  harley  1
6076  harm  8
6077  harmless  1
6078  harold  14
6079  harp  1
6080  harper  19
6081  harpoon  1
6082  harri  5
6083  harrison  2
6084  harrow  1
6085  harsh  16
6086  harshli  3
6087  hart  5
6088  harvard  2
6089  harvest  1
6090  harvey  1
6091  hashim  1
6092  hasid  3
6093  hass  1
6094  hassl  1
6095  hast  3
6096  hasten  1
6097  hastert  5
6098  hasti  2
6099  hastili  4
6100  hat  5
6101  hatch  24
6102  hate  6
6103  hatefil  2
6104  hatim  1
6105  hatr  8
6106  haul  6
6107  haunt  8
6108  haut  1
6109  havana  1
6110  have  18
6111  haven  17
6112  havetohav  1
6113  haviar  2
6114  havoc  3
6115  haw  6
6116  hawaii  10
6117  hawk  2
6118  hawkin  25
6119  hawknos  1
6120  hawley  1
6121  hayat  2
6122  hazard  1
6123  he  93
6124  head  204
6125  headach  2
6126  headband  4
6127  headdress  1
6128  headi  2
6129  headlight  1
6130  headlin  25
6131  headlinenewscom  2
6132  headmast  1
6133  headphon  1
6134  headquart  54
6135  headset  1
6136  headtohead  2
6137  headtoto  2
6138  headup  1
6139  headway  1
6140  heal  15
6141  heali  1
6142  health  72
6143  healthcar  1
6144  healthfood  1
6145  healthi  9
6146  heap  11
6147  hear  85
6148  heard  83
6149  heardnb  1
6150  hears  7
6151  hearst  9
6152  heart  42
6153  heartbeat  2
6154  heartbreak  2
6155  hearten  2
6156  heartfelt  3
6157  heat  28
6158  heath  2
6159  heattrap  1
6160  heaven  2
6161  heavi  56
6162  heaviest  2
6163  heavili  31
6164  heavilyarm  1
6165  heavylift  9
6166  heavyweight  6
6167  heck  1
6168  hedg  2
6169  heed  9
6170  heel  4
6171  hefe  1
6172  hegemoni  2
6173  heidi  2
6174  height  9
6175  heighten  29
6176  heir  9
6177  heiress  5
6178  heist  4
6179  heitkamp  2
6180  held  163
6181  helena  1
6182  helicopt  26
6183  hell  5
6184  hello  6
6185  helm  1
6186  helmet  11
6187  help  313
6188  helper  2
6189  helpless  4
6190  helplessli  1
6191  hem  1
6192  hemispher  4
6193  hen  1
6194  henc  3
6195  henderson  1
6196  henhous  1
6197  henin  3
6198  henman  12
6199  henri  35
6200  henrieta  3
6201  her  36
6202  herald  6
6203  heraldmail  1
6204  herb  2
6205  herbert  1
6206  herculean  1
6207  herd  5
6208  here  138
6209  heremani  1
6210  heritag  2
6211  hermann  1
6212  hernandez  5
6213  hernando  3
6214  hero  15
6215  heroic  8
6216  heroism  1
6217  herself  5
6218  herwig  1
6219  herzegovina  1
6220  hesit  6
6221  hetal  2
6222  heuberg  1
6223  hewitt  7
6224  hey  5
6225  hezbollah  4
6226  hi  19
6227  hiatu  2
6228  hiccup  1
6229  hicham  6
6230  hichim  1
6231  hickl  1
6232  hid  3
6233  hidden  5
6234  hide  53
6235  hideout  6
6236  hien  1
6237  high  137
6238  higher  41
6239  higherlevel  1
6240  higherrank  1
6241  highest  36
6242  highestprofil  1
6243  highexplos  3
6244  highfli  1
6245  highgrad  1
6246  highhand  1
6247  highland  3
6248  highlevel  7
6249  highli  37
6250  highlight  11
6251  highmax  1
6252  highpoint  1
6253  highpow  3
6254  highprofil  6
6255  highrank  9
6256  highris  8
6257  highsecur  6
6258  highspe  26
6259  highstak  2
6260  hightech  8
6261  highthreat  2
6262  highway  19
6263  hijazi  1
6264  hike  2
6265  hill  32
6266  hillari  59
6267  hilli  6
6268  hillsboro  1
6269  hillsid  18
6270  hilton  2
6271  him  155
6272  himself  25
6273  hinder  2
6274  hindi  1
6275  hindsight  3
6276  hindu  8
6277  hing  6
6278  hingi  40
6279  hingisrazzano  1
6280  hingissel  1
6281  hint  10
6282  hinterland  3
6283  hip  2
6284  hirashima  3
6285  hire  11
6286  hiro  5
6287  hiromi  1
6288  hisashi  2
6289  hisham  1
6290  hispan  8
6291  histor  30
6292  histori  95
6293  historian  7
6294  historymak  3
6295  hit  114
6296  hitech  1
6297  hitler  2
6298  hitter  1
6299  hiv  1
6300  hive  1
6301  hm  1
6302  hmm  1
6303  hmo  2
6304  ho  25
